hydropower_Ak,irrigation,environment,floodcontrol,hydropower_Kp,Name
3097.820787,0.650371399,0.712328767,0,591.4236511,Other solutions
3143.925966,0.787034967,0.704109589,0,595.9930175,Other solutions
3072.531835,0.90037508,0.701369863,0,577.5488994,Other solutions
3161.35245,0.87271267,0.701369863,0,595.034222,Other solutions
3150.05147,0.744418412,0.701369863,0,598.5677977,Other solutions
3212.903073,0.807260512,0.693150685,0,608.9565626,Other solutions
3115.037688,0.90330038,0.690410959,0,586.6281833,Other solutions
3218.464717,0.858877984,0.690410959,0,607.7366239,Other solutions
3185.387819,0.900521142,0.682191781,0,598.6017196,Other solutions
3253.851942,0.859706127,0.682191781,0,615.6793832,Other solutions
3266.364739,0.800534112,0.682191781,0,621.5208227,Other solutions
3286.7514,0.861153608,0.673972603,0,623.34048,Other solutions
3313.222757,0.817276706,0.673972603,0,626.3903642,Other solutions
3203.331095,0.900870207,0.671232877,0,606.502093,Other solutions
3279.812698,0.856335836,0.671232877,0,627.0993858,Other solutions
3308.299373,0.779314584,0.671232877,0,628.7200314,Other solutions
3417.076933,0.900026504,0.660273973,0,644.9470628,Other solutions
3500.651779,0.853670614,0.660273973,0,664.5292878,Other solutions
3500.466938,0.774000536,0.660273973,0,666.9494539,Other solutions
3529.001218,0.852684739,0.654794521,0,670.642167,Other solutions
3422.168099,0.909788885,0.652054795,0,646.1356558,Other solutions
3529.90835,0.857727083,0.652054795,0,670.1263687,Other solutions
3540.59359,0.817655767,0.652054795,0,674.2923122,Other solutions
3541.235333,0.771166042,0.652054795,0,675.9683179,Other solutions
3575.625185,0.764488215,0.643835616,0,682.9918043,Other solutions
3502.154476,0.900156877,0.64109589,0,663.119854,Other solutions
3583.910323,0.854348707,0.64109589,0,682.3524374,Other solutions
3574.05708,0.727688915,0.64109589,0,683.2965425,Other solutions
3573.910853,0.708315778,0.64109589,0,683.6982334,Other solutions
3573.623959,0.678637178,0.64109589,0,684.0858931,Other solutions
3562.29274,0.278069236,0.64109589,0,690.514532,Other solutions
3549.043018,0.900628509,0.630136986,0,673.5176672,Other solutions
3634.591097,0.869106321,0.630136986,0,692.5760294,Other solutions
3627.130405,0.712587395,0.630136986,0,694.9485745,Other solutions
3626.883881,0.684126726,0.630136986,0,695.5696478,Other solutions
3663.865035,0.61088532,0.630136986,0,704.0678604,Other solutions
3597.916727,0.901588691,0.621917808,0,683.5653556,Other solutions
3681.699051,0.860697889,0.621917808,0,701.8421906,Other solutions
3693.115544,0.732843847,0.621917808,0,707.8220866,Other solutions
3743.949868,0.860259569,0.61369863,0,715.3727833,Other solutions
3682.170089,0.904028029,0.610958904,0,701.4436127,Other solutions
3745.265507,0.813087706,0.610958904,0,718.431423,Other solutions
3748.038838,0.700048418,0.610958904,0,720.8956716,Other solutions
3748.991116,0.699736456,0.610958904,0,721.1128787,Other solutions
3738.70491,0.54136556,0.610958904,0,723.0542941,Other solutions
3730.019998,0.364378883,0.610958904,0,725.30728,Other solutions
3729.180485,0.350688152,0.610958904,0,725.6546159,Other solutions
3721.02099,0.905757198,0.602739726,0,710.2304571,Other solutions
3786.354223,0.872649297,0.602739726,0,724.7130346,Other solutions
3792.518346,0.830833145,0.602739726,0,727.4322043,Other solutions
3789.517154,0.81019802,0.602739726,0,727.800323,Other solutions
3781.294924,0.618078973,0.602739726,0,729.3827407,Other solutions
3787.203467,0.594349278,0.602739726,0,731.1102027,Other solutions
3787.583273,0.903518121,0.591780822,0,724.6598987,Other solutions
3850.869287,0.863608691,0.591780822,0,739.5624033,Other solutions
3849.078214,0.583923133,0.591780822,0,744.5175386,Other solutions
3847.192584,0.901138296,0.580821918,0,737.0318613,Other solutions
3902.435908,0.850195341,0.580821918,0,751.0232896,Other solutions
3904.91705,0.825455655,0.580821918,0,752.6679543,Other solutions
3880.476201,0.900170061,0.57260274,0,744.6633378,Other solutions
3946.77839,0.851211723,0.57260274,0,760.0161985,Other solutions
3906.8157,0.406162069,0.57260274,0,760.5510867,Other solutions
3903.542848,0.372653498,0.57260274,0,761.323583,Other solutions
3910.214093,0.333890166,0.57260274,0,762.6197849,Other solutions
3923.257591,0.901270977,0.564383562,0,754.5920903,Other solutions
4004.820808,0.85271161,0.561643836,0,772.8667868,Other solutions
3996.306373,0.716184947,0.561643836,0,773.9425123,Other solutions
3994.602774,0.693031729,0.561643836,0,774.0821755,Other solutions
3994.024703,0.577941169,0.561643836,0,775.7727716,Other solutions
3999.458079,0.40655641,0.561643836,0,780.2332333,Other solutions
3995.30209,0.900168816,0.550684932,0,770.0892136,Other solutions
4040.010637,0.876055584,0.550684932,0,780.6115878,Other solutions
4040.871318,0.767005257,0.550684932,0,784.3113283,Other solutions
4053.306412,0.723761437,0.550684932,0,786.7197568,Other solutions
4050.291529,0.613626853,0.550684932,0,788.2555534,Other solutions
4042.962994,0.46901687,0.550684932,0,789.0543836,Other solutions
4021.871241,0.21094727,0.550684932,0,789.6300812,Other solutions
4073.669244,0.60812686,0.545205479,0,794.4991107,Other solutions
4032.56974,0.905841775,0.542465753,0,777.6782924,Other solutions
4092.444462,0.862780265,0.542465753,0,792.3767559,Other solutions
4073.123733,0.605670577,0.542465753,0,794.7106007,Other solutions
4089.036583,0.561991813,0.542465753,0,798.852898,Other solutions
4084.18966,0.387361364,0.542465753,0,799.4676056,Other solutions
4127.490975,0.578065213,0.536986301,0,806.6420097,Other solutions
4135.501578,0.80109979,0.534246575,0,803.1913573,Other solutions
4129.553643,0.597135945,0.534246575,0,805.7664777,Other solutions
4133.360983,0.405961519,0.534246575,0,809.6074328,Other solutions
4091.644572,0.901106674,0.531506849,0,791.2767986,Other solutions
4143.473137,0.875540409,0.531506849,0,802.8943832,Other solutions
4123.585319,0.651674489,0.531506849,0,803.5828336,Other solutions
4129.704097,0.602041879,0.531506849,0,805.458307,Other solutions
4175.933937,0.902456835,0.520547945,0,810.0148376,Other solutions
4196.724626,0.87647676,0.520547945,0,814.7184272,Other solutions
4187.933243,0.80431493,0.520547945,0,815.0073471,Other solutions
4197.656072,0.78250191,0.520547945,0,816.9393221,Other solutions
4188.09898,0.535205467,0.520547945,0,818.8200697,Other solutions
4197.438297,0.90249736,0.512328767,0,814.6095778,Other solutions
4237.949774,0.868607939,0.512328767,0,824.7284649,Other solutions
4224.798056,0.636280956,0.512328767,0,825.8894869,Other solutions
4210.318805,0.457981924,0.512328767,0,827.1032103,Other solutions
4212.866653,0.254570698,0.512328767,0,829.8480657,Other solutions
4241.428955,0.903607998,0.501369863,0,824.93662,Other solutions
4285.563213,0.875635662,0.501369863,0,835.2086689,Other solutions
4285.725875,0.846104131,0.501369863,0,835.8800336,Other solutions
4284.903794,0.76854886,0.501369863,0,838.1258091,Other solutions
4300.371067,0.904636181,0.490410959,0,837.4604395,Other solutions
4349.898792,0.862248402,0.490410959,0,849.5085128,Other solutions
4334.155801,0.559520307,0.490410959,0,851.4216982,Other solutions
4326.648475,0.455237275,0.490410959,0,851.5167234,Other solutions
4344.394106,0.908921413,0.482191781,0,847.7380707,Other solutions
4389.985251,0.862172021,0.482191781,0,859.2148278,Other solutions
4394.684786,0.901015876,0.471232877,0,858.9589698,Other solutions
4414.747674,0.75619171,0.471232877,0,866.2188562,Other solutions
4414.184761,0.718115429,0.471232877,0,866.7593594,Other solutions
4405.482253,0.576945077,0.471232877,0,867.2168725,Other solutions
4412.628196,0.900655058,0.465753425,0,862.8290534,Other solutions
1000,0,0,-1,180,Min
5100,1,1,0,1000,Max
4418.302012,0.865944753,0.471232877,0,865.2310836,Fair hydropower
4417.500142,0.83931248,0.471232877,0,865.8411223,Fair hydropower
4463.659542,0.881520809,0.463013699,0,874.9529441,Fair hydropower
4462.086498,0.866759404,0.460273973,0,875.0797133,Fair hydropower
4446.264404,0.609224143,0.460273973,0,875.8976412,Fair hydropower
4464.447131,0.896441322,0.457534247,0,874.6830806,Fair hydropower
4463.529729,0.913666007,0.454794521,0,874.3571111,Fair hydropower
4463.190229,0.789222985,0.454794521,0,876.3540043,Fair hydropower
4464.994359,0.743193056,0.454794521,0,877.5605664,Fair hydropower
4465.032984,0.663785361,0.452054795,0,879.0574857,Fair hydropower
4470.682588,0.804183016,0.443835616,0,877.976562,Fair hydropower
4471.41392,0.763264694,0.44109589,0,878.9535735,Fair hydropower
4471.309565,0.613321985,0.44109589,0,881.2440527,Fair hydropower
4472.708404,0.516577039,0.44109589,0,883.7340882,Fair hydropower
4450.066395,0.086067342,0.430136986,0,884.1080471,Fair hydropower
4467.346775,0.356846661,0.423807274,0,885.2265866,Fair hydropower
4467.147795,0.210658918,0.423051488,0,886.4612401,Fair hydropower
4470.07793,0.09853839,0.421917808,0,888.5225059,Fair hydropower
4475.871714,0.818637337,0.416438356,0,877.6713808,Fair hydropower
4474.401224,0.740777276,0.416438356,0,878.9275683,Fair hydropower
4465.602968,0.158946541,0.402361833,0,888.1334047,Fair hydropower
4465.873206,0.270210675,0.402078413,0,887.9048178,Fair hydropower
4472.682165,0.673416143,0.394520548,0,880.1261205,Fair hydropower
4476.304685,0.606832434,0.394520548,0,882.0530075,Fair hydropower
4468.328892,0.389171915,0.393859235,0,884.6733091,Fair hydropower
4478.608752,0.331082229,0.391780822,0,889.977932,Fair hydropower
4472.595113,0.472927807,0.389041096,0,885.3358046,Fair hydropower
4478.14651,0.321092857,0.389041096,0,890.0022153,Fair hydropower
4470.826441,0.361471019,0.38630137,0,888.1246963,Fair hydropower
4478.869501,0.229117015,0.378082192,0,890.0642548,Fair hydropower
2416.035958,0.863245429,0.832876712,0,447.3686006,Fair environment
2440.263855,0.813863039,0.830136986,0,453.9850794,Fair environment
2513.997077,0.797144848,0.830136986,0,469.5806443,Fair environment
2370.812734,0.902749748,0.821917808,0,438.8386603,Fair environment
2500.95213,0.85141412,0.821917808,0,464.5838735,Fair environment
2524.250438,0.846503845,0.821917808,0,469.7159414,Fair environment
2556.636087,0.797143329,0.821917808,0,478.0223431,Fair environment
2568.561839,0.855854011,0.816438356,0,479.5061632,Fair environment
2440.928513,0.900091108,0.810958904,0,450.5950392,Fair environment
2571.504032,0.868419487,0.810958904,0,478.6926185,Fair environment
2635.789349,0.824933218,0.810958904,0,493.7835189,Fair environment
2659.169772,0.785332063,0.810958904,0,499.5536605,Fair environment
2660.260714,0.785488367,0.808219178,0,499.7350116,Fair environment
2492.129604,0.903737072,0.802739726,0,460.484431,Fair environment
2643.10625,0.859840959,0.802739726,0,492.631828,Fair environment
2641.818537,0.842281421,0.802739726,0,493.5373641,Fair environment
4466.972568,0.918793633,0.443835616,0,875.0711841,Best irrigation
4481.411172,0.114208428,0.402739726,0,890.1582947,Best hydropower
2287.860838,0.90149131,0.832876712,0,420.7125491,Best environment
